20.00,1.00
20.01,1.05
20.03,1.10
20.04,1.15
20.06,1.19
20.07,1.24
20.09,1.29
20.10,1.34
20.12,1.39
20.13,1.44
20.15,1.49
20.16,1.53
20.18,1.58
20.19,1.63
20.21,1.68
20.22,1.73
20.23,1.78
20.25,1.83
20.26,1.87
20.28,1.92
20.29,1.97
20.31,2.02
20.32,2.07
20.34,2.12
20.35,2.17
20.37,2.21
20.38,2.26
20.40,2.31
20.41,2.36
20.42,2.41
20.44,2.46
20.45,2.51
20.47,2.56
20.48,2.60
20.50,2.65
20.51,2.70
20.53,2.75
20.54,2.80
20.56,2.85
20.57,2.90
20.59,2.94
20.60,2.99
20.62,3.04
20.63,3.09
20.64,3.14
20.66,3.19
20.67,3.24
20.69,3.28
20.70,3.33
20.72,3.38
20.73,3.43
20.75,3.48
20.76,3.53
20.78,3.58
20.79,3.62
20.81,3.67
20.82,3.72
20.84,3.77
20.85,3.82
20.86,3.87
20.88,3.92
20.89,3.96
20.91,4.01
20.92,4.06
20.94,4.11
20.95,4.16
20.97,4.21
20.98,4.26
21.00,4.30
21.01,4.35
21.03,4.40
21.04,4.45
21.05,4.50
21.07,4.55
21.08,4.60
21.10,4.64
21.11,4.69
21.13,4.74
21.14,4.79
21.16,4.84
21.17,4.89
21.19,4.94
21.20,4.98
21.22,5.03
21.23,5.08
21.25,5.13
21.26,5.18
21.27,5.23
21.29,5.28
21.30,5.33
21.32,5.37
21.33,5.42
21.35,5.47
21.36,5.52
21.38,5.57
21.39,5.62
21.41,5.67
21.42,5.71
21.44,5.76
21.45,5.81
21.47,5.86
21.48,5.91
21.49,5.96
21.51,6.01
21.52,6.05
21.54,6.10
21.55,6.15
21.57,6.20
21.58,6.25
21.60,6.30
21.61,6.35
21.63,6.39
21.64,6.44
21.66,6.49
21.67,6.54
21.68,6.59
21.70,6.64
21.71,6.69
21.73,6.73
21.74,6.78
21.76,6.83
21.77,6.88
21.79,6.93
21.80,6.98
21.82,7.03
21.83,7.07
21.85,7.12
21.86,7.17
21.88,7.22
21.89,7.27
21.90,7.32
21.92,7.37
21.93,7.41
21.95,7.46
21.96,7.51
21.98,7.56
21.99,7.61
22.01,7.66
22.02,7.71
22.04,7.75
22.05,7.80
22.07,7.85
22.08,7.90
22.10,7.95
22.11,8.00
22.12,8.05
22.14,8.09
22.15,8.14
22.17,8.19
22.18,8.24
22.20,8.29
22.21,8.34
22.23,8.39
22.24,8.44
22.26,8.48
22.27,8.53
22.29,8.58
22.30,8.63
22.32,8.68
22.33,8.73
22.34,8.78
22.36,8.82
22.37,8.87
22.39,8.92
22.40,8.97
22.42,9.02
22.43,9.07
22.45,9.12
22.46,9.16
22.48,9.21
22.49,9.26
22.51,9.31
22.52,9.36
22.53,9.41
22.55,9.46
22.56,9.50
22.58,9.55
22.59,9.60
22.61,9.65
22.62,9.70
22.64,9.75
22.65,9.80
22.67,9.84
22.68,9.89
22.70,9.94
22.71,9.99
22.73,10.04
22.74,10.09
22.75,10.14
22.77,10.18
22.78,10.23
22.80,10.28
22.81,10.33
22.83,10.38
22.84,10.43
22.86,10.48
22.87,10.52
22.89,10.57
22.90,10.62
22.92,10.67
22.93,10.72
22.95,10.77
22.96,10.82
22.97,10.86
22.99,10.91
23.00,10.96
23.02,11.01
23.03,11.06
23.05,11.11
23.06,11.16
23.08,11.21
23.09,11.25
23.11,11.30
23.12,11.35
23.14,11.40
23.15,11.45
23.16,11.50
23.18,11.55
23.19,11.59
23.21,11.64
23.22,11.69
23.24,11.74
23.25,11.79
23.27,11.84
23.28,11.89
23.30,11.93
23.31,11.98
23.33,12.03
23.34,12.08
23.36,12.13
23.37,12.18
23.38,12.23
23.40,12.27
23.41,12.32
23.43,12.37
23.44,12.42
23.46,12.47
23.47,12.52
23.49,12.57
23.50,12.61
23.52,12.66
23.53,12.71
23.55,12.76
23.56,12.81
23.58,12.86
23.59,12.91
23.60,12.95
23.62,13.00
23.63,13.05
23.65,13.10
23.66,13.15
23.68,13.20
23.69,13.25
23.71,13.29
23.72,13.34
23.74,13.39
23.75,13.44
23.77,13.49
23.78,13.54
23.79,13.59
23.81,13.63
23.82,13.68
23.84,13.73
23.85,13.78
23.87,13.83
23.88,13.88
23.90,13.93
23.91,13.98
23.93,14.02
23.94,14.07
23.96,14.12
23.97,14.17
23.99,14.22
24.00,14.27
24.01,14.32
24.03,14.36
24.04,14.41
24.06,14.46
24.07,14.51
24.09,14.56
24.10,14.61
24.12,14.66
24.13,14.70
24.15,14.75
24.16,14.80
24.18,14.85
24.19,14.90
24.21,14.95
24.22,15.00
24.23,15.04
24.25,15.09
24.26,15.14
24.28,15.19
24.29,15.24
24.31,15.29
24.32,15.34
24.34,15.38
24.35,15.43
24.37,15.48
24.38,15.53
24.40,15.58
24.41,15.63
24.42,15.68
24.44,15.72
24.45,15.77
24.47,15.82
24.48,15.87
24.50,15.92
24.51,15.97
24.53,16.02
24.54,16.06
24.56,16.11
24.57,16.16
24.59,16.21
24.60,16.26
24.62,16.31
24.63,16.36
24.64,16.40
24.66,16.45
24.67,16.50
24.69,16.55
24.70,16.60
24.72,16.65
24.73,16.70
24.75,16.75
24.76,16.79
24.78,16.84
24.79,16.89
24.81,16.94
24.82,16.99
24.84,17.04
24.85,17.09
24.86,17.13
24.88,17.18
24.89,17.23
24.91,17.28
24.92,17.33
24.94,17.38
24.95,17.43
24.97,17.47
24.98,17.52
25.00,17.57
25.01,17.62
25.03,17.67
