20.00,1.00
20.01,1.02
20.01,1.05
20.02,1.07
20.03,1.10
20.04,1.12
20.04,1.15
20.05,1.17
20.06,1.19
20.07,1.22
20.07,1.24
20.08,1.27
20.09,1.29
20.10,1.32
20.10,1.34
20.11,1.36
20.12,1.39
20.12,1.41
20.13,1.44
20.14,1.46
20.15,1.49
20.15,1.51
20.16,1.53
20.17,1.56
20.18,1.58
20.18,1.61
20.19,1.63
20.20,1.66
20.21,1.68
20.21,1.70
20.22,1.73
20.23,1.75
20.23,1.78
20.24,1.80
20.25,1.83
20.26,1.85
20.26,1.87
20.27,1.90
20.28,1.92
20.29,1.95
20.29,1.97
20.30,2.00
20.31,2.02
20.31,2.04
20.32,2.07
20.33,2.09
20.34,2.12
20.34,2.14
20.35,2.17
20.36,2.19
20.37,2.21
20.37,2.24
20.38,2.26
20.39,2.29
20.40,2.31
20.40,2.34
20.41,2.36
20.42,2.38
20.42,2.41
20.43,2.43
20.44,2.46
20.45,2.48
20.45,2.51
20.46,2.53
20.47,2.55
20.48,2.58
20.48,2.60
20.49,2.63
20.50,2.65
20.51,2.68
20.51,2.70
20.52,2.72
20.53,2.75
20.53,2.77
20.54,2.80
20.55,2.82
20.56,2.85
20.56,2.87
20.57,2.90
20.58,2.92
20.59,2.94
20.59,2.97
20.60,2.99
20.61,3.02
20.62,3.04
20.62,3.07
20.63,3.09
20.64,3.11
20.64,3.14
20.65,3.16
20.66,3.19
20.67,3.21
20.67,3.24
20.68,3.26
20.69,3.28
20.70,3.31
20.70,3.33
20.71,3.36
20.72,3.38
20.73,3.41
20.73,3.43
20.74,3.45
20.75,3.48
20.75,3.50
20.76,3.53
20.77,3.55
20.78,3.58
20.78,3.60
20.79,3.62
20.80,3.65
20.81,3.67
20.81,3.70
20.82,3.72
20.83,3.75
20.84,3.77
20.84,3.79
20.85,3.82
20.86,3.84
20.86,3.87
20.87,3.89
20.88,3.92
20.89,3.94
20.89,3.96
20.90,3.99
20.91,4.01
20.92,4.04
20.92,4.06
20.93,4.09
20.94,4.11
20.94,4.13
20.95,4.16
20.96,4.18
20.97,4.21
20.97,4.23
20.98,4.26
20.99,4.28
21.00,4.30
21.00,4.33
21.01,4.35
21.02,4.38
21.03,4.40
21.03,4.43
21.04,4.45
21.05,4.47
21.05,4.50
21.06,4.52
21.07,4.55
21.08,4.57
21.08,4.60
21.09,4.62
21.10,4.64
